                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.5301,                 4.9951,                 1.7618,                0.00034,                0.09333,                0.00019,                  7e-05,                 1.7396,                 5.1424,                 1.6751,                  8e-05,                  8e-05,                  8e-05
